Poll Date,Poll Time,Site,POS1,POS2,POS3,POS4,POS5,POS6,POS7,POS8,POS9,KC1,KC2,KC3,KC4,KC5,KC6,KC7,KC8,KC9
09/28/2021,06:10:37,00486,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:09:56,00487,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:37,00488,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:09:49,00490,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:11:21,00494,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:10:19,00495,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:25,00497,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:37,00498,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:02,00500,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:10:48,00501,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:10:35,00505,OK,OK,OK,OK,OK,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:11:09,00506,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:32:44,00507,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:36,00508,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:27,00510,OK,OK,OK,OK,,OK,,,,OK,OK,,OK,OK,OK,OK,OK,OK,
09/28/2021,06:09:56,00511,OK,OK,OK,OK,OK,OK,,,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:09:48,00512,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:53,00513,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:11:20,00515,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:00,00516,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:09:17,00519,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:19,00521,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:09:19,00522,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:10:36,00524,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:11:29,00526,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:11:46,00527,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:11:41,00530,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:14:05,00533,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:59,00534,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:11:55,00536,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:11:56,00537,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:11:54,00538,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:12:10,00539,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:11:57,00540,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:11:52,00541,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:35,00542,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:11:44,00543,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:20,00544,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:12,00545,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:17,00546,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:12:16,00551,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:44,00552,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:09,00554,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:00,00555,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:40,00557,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:36,00559,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:27,00561,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:43,00562,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:02,00563,*DOWN*,OK,OK,OK,,,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,06:14:09,00564,OK,OK,OK,OK,,*DOWN*,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:52,00565,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:32:44,00566,OK,OK,OK,OK,,,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:13:38,00568,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:26,00569,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:12:24,00570,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:42,00571,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:59,00574,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:43,00575,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:33,00576,OK,OK,*DOWN*,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:14,00577,OK,OK,OK,OK,,OK,,,,*DOWN*,OK,OK,,,OK,OK,,,
09/28/2021,06:13:24,00579,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:27,00580,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:24,00581,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:34,00582,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:20,00583,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:49,00584,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:12:54,00585,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:19,00586,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:10,00587,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:12,00588,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:23,00589,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:57,00590,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:08,00593,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:46,00596,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:51,00597,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:55,00598,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:19,00602,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,OK,
09/28/2021,06:14:37,00612,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:56,00613,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:45,00614,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:14,00615,OK,OK,OK,OK,OK,OK,,,,OK,OK,OK,,,OK,OK,,OK,
09/28/2021,06:13:49,00616,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:05,00617,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:21,00618,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:14:33,00619,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:49,00620,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,*UP*,
09/28/2021,06:04:05,00622,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:21,00624,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:00,00627,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:05,00628,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:54,00629,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:01,00632,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:59,00634,*DOWN*,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:53,00635,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:55,00637,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:48,00638,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:33,00639,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:56,00640,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:14,00641,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:34,00642,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:56,00643,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:57,00644,*DOWN*,OK,OK,*DOWN*,,OK,,,,OK,OK,*DOWN*,,,OK,OK,,,
09/28/2021,06:13:51,00645,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:52,00646,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:56,00647,OK,OK,OK,OK,,,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,06:14:20,00648,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:52,00649,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:53,00651,OK,OK,OK,OK,OK,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:13:58,00652,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:31,00653,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:57,00654,OK,OK,OK,OK,OK,,,,,,,OK,OK,OK,OK,OK,,OK,
09/28/2021,06:13:56,00655,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:56,00656,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:13:56,00657,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:13:46,00660,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:06,00661,OK,OK,OK,OK,OK,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:40,00662,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:47,00665,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:41,00666,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:14:48,00667,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:35,00668,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,OK,,
09/28/2021,06:16:49,00669,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:32,00671,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:16,00676,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:15:17,00677,OK,OK,OK,OK,,OK,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:04:11,00678,OK,OK,OK,*DOWN*,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:14:58,00679,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:15:22,00680,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:16,00681,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:57,00682,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:30,00683,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:01,00685,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:31,00686,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:50,00687,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:09,00688,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:31,00689,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:15:31,00690,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:26,00692,OK,OK,OK,OK,,OK,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,05:58:26,00693,OK,OK,OK,OK,,OK,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:01:49,00701,OK,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:15:49,00702,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:19:58,00703,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:16:08,00704,OK,OK,OK,OK,,*DOWN*,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:57,00705,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:15:50,00706,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:39,00708,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:52,00709,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:15:43,00710,OK,OK,OK,OK,,OK,,OK,,OK,OK,,OK,OK,OK,OK,,,
09/28/2021,06:02:01,00712,*DOWN*,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:16:04,00713,OK,OK,OK,OK,,,,,,OK,*DOWN*,OK,,,OK,OK,,,
09/28/2021,06:16:22,00714,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:52,00715,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:01:54,00716,OK,OK,*DOWN*,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:15:34,00717,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:00,00718,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:16:05,00719,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:05:13,00721,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:16:04,00722,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:53,00723,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:42,00726,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:04,00727,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:06,00728,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:42,00729,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:40,00730,OK,OK,OK,OK,,OK,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:16:22,00733,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:23,00734,OK,OK,OK,OK,,OK,,OK,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:29,00735,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:26,00736,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:48,00737,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:16:57,00738,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:01:55,00739,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:17:44,00740,OK,OK,OK,OK,,,,,,OK,OK,*DOWN*,,,OK,OK,,,
09/28/2021,06:03:22,00742,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:17:47,00743,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:15,00744,OK,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:17:44,00745,OK,OK,OK,OK,,*DOWN*,,,,OK,OK,,OK,OK,OK,OK,OK,,
09/28/2021,06:17:29,00746,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:17:09,00747,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:17:28,00749,OK,OK,OK,OK,,,,,,,,OK,*DOWN*,OK,OK,OK,,,
09/28/2021,06:17:48,00751,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:17:49,00752,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:34,00753,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:04:07,00754,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:17:42,00757,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:40,00759,*DOWN*,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:36,00760,*DOWN*,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:29,00763,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:43,00764,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:02,00766,OK,OK,OK,OK,,OK,,OK,,,,,OK,OK,OK,OK,,,
09/28/2021,06:17:56,00768,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:08,00770,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:25,00771,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:00,00772,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:29,00774,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:51,00775,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:17:12,00776,OK,OK,*DOWN*,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:20:16,00777,*DOWN*,OK,OK,OK,,OK,,OK,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:18,00778,OK,OK,OK,OK,,*DOWN*,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:17:41,00779,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:29,00780,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:20,00782,OK,OK,OK,OK,,*DOWN*,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:01,00785,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:06,00786,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:09,00787,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:04:08,00788,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:55,00789,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:57,00790,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:36,00791,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:09,00792,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:23,00793,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:08,00794,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:00,00795,OK,OK,*DOWN*,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:47,00796,OK,OK,OK,*DOWN*,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:09,00797,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:12,00798,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:17:49,00799,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:05,00801,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:19:46,00802,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:19:23,00804,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:45,00806,OK,OK,OK,OK,,,,,,,,OK,OK,*DOWN*,OK,OK,,,
09/28/2021,06:19:55,00807,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:29,00808,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,05:58:34,00809,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:20:00,00810,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:09,00811,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,*UP*,,
09/28/2021,06:18:09,00812,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:37,00813,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:13,00814,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:18,00815,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:14,00816,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:20,00817,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,OK,,
09/28/2021,06:18:38,00818,*DOWN*,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:37,00819,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:40,00821,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:13,00823,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:19,00824,OK,OK,OK,OK,,,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:18:09,00825,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:41,00826,*DOWN*,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:35,00827,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,05:58:37,00829,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:18:17,00830,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:19:52,00831,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:51,00832,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:19:04,00833,*DOWN*,OK,OK,OK,,OK,,,,,,,OK,OK,OK,OK,,,
09/28/2021,06:18:43,00834,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:04:15,00835,OK,OK,OK,OK,,,,,,,,*DOWN*,OK,OK,OK,OK,,,
09/28/2021,06:19:15,00836,OK,OK,OK,OK,,,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:18:53,00837,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:19:05,00838,OK,OK,OK,OK,,,,,,OK,OK,OK,,,OK,OK,,,
09/28/2021,06:19:02,00839,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:20:07,00841,OK,OK,OK,OK,,OK,,,,,,OK,OK,OK,OK,OK,,,
09/28/2021,06:04:16,00842,OK,OK,OK,OK,,OK,,,,OK,OK,OK,,,OK,OK,,,
